text,original_text,domain,AMBIENCE#GENERAL,DRINKS#PRICES,DRINKS#QUALITY,DRINKS#STYLE&OPTIONS,FOOD#PRICES,FOOD#QUALITY,FOOD#STYLE&OPTIONS,LOCATION#GENERAL,RESTAURANT#GENERAL,RESTAURANT#MISCELLANEOUS,RESTAURANT#PRICES,SERVICE#GENERAL
trong những tiệm cơm tấm nhất định phải thử qua sg sườn ướp ngon được nguyên miếng to chảng che mất tiêu không thấy cơm đâu luôn bì của quán tự làm rất thơm mùi thính và thịt heo nhiều lắm quán đông nhưng chỗ ngồi hơi ít giá cao nhưng ăn rất đáng có món chả cua nổi tiếng lừng lẫy nữa nha mức giá trung bình 100 000 người,"1 trong những tiệm cơm tấm nhất định phải thử qua ở SG! Sườn ướp ngon, được nguyên miếng to chảng, che mất tiêu không thấy cơm đâu luôn :)))). Bì của quán tự làm, rất thơm mùi thính và thịt heo nhiều lắm. Quán đông nhưng chỗ ngồi hơi ít, giá cao nhưng ăn rất đáng! Có món chả cua nổi tiếng lừng lẫy nữa nha.Mức giá trung bình: 100.000/2 người",restaurant,0,0,0,0,0,1,1,0,1,0,0,0
từ ngon thoii tại tớ rất thích ăn vặt,1 từ ngon thoii :))) tại tớ rất thích ăn vặt :))),restaurant,0,0,0,0,0,1,0,0,0,0,0,0
100k nồi bao gồm mẹt rau to tổ bố cân cua xay cơm cháy kho quẹt ngoài ra gọi thêm thịt bò bắp bò sườn sụn trứng giò giá chỉ từ 20k đĩa,"100k/ nồi bao gồm: 1 mẹt rau to tổ bố, 1/2 cân cua xay, 1 cơm cháy kho quẹt. Ngoài ra gọi thêm thịt bò, bắp bò, sườn sụn, trứng, giò... giá chỉ từ 20k/ đĩa.",restaurant,0,0,0,0,1,0,1,0,0,0,0,0
109k phần người mà miếng thịt kqua mình chị mình ăn mình gọi món khác,109k. 1 phần 2 người. mà 8 miếng thịt. kqua mình chị mình ăn. mình gọi món khác 😂😂😂,restaurant,0,0,0,0,-1,0,-1,0,0,0,0,0
120000đ 2ng ăn khá ngon có tim cật,120000đ/2ng ăn khá ngon có tim cật ^^,restaurant,0,0,0,0,0,1,0,0,0,0,0,0
150k người giá tạm ổn đồ ăn ngon,150k/2 người giá tạm ổn. đồ ăn ngon,restaurant,0,0,0,0,0,1,0,0,0,0,0,0
15k siêu lạ miệng30k chiếc pho mai que khá ngonphục vụ hơi kiêu chảnh,15k siêu lạ miệng30k/5 chiếc pho mai que khá ngonPhục vụ hơi kiêu chảnh,restaurant,0,0,0,0,1,1,0,0,0,0,0,-1
15k 1c ngon lắm max nhiều tôm vs thịt ngồi trong nhà khá sạch sẽ bác trai bác gái đều vui tính cả,"15k/1c Ngon lắm í , max nhiều tôm vs thịt. Ngồi trong nhà khá sạch sẽ.Bác trai bác gái đều vui tính cả 😝😝😝",restaurant,1,0,0,0,1,1,1,0,0,0,0,1
16 lê đức thọ gò vấppizza ngon giá rẻ chỉ từ 15k,16 lê đức thọ gò vấpPizza ngon giá rẻ chỉ từ 15k??😍😍😍😍😍😍😍😍,restaurant,0,0,0,0,1,1,0,0,0,0,0,0
16h chiều mới đi ăn sáng ăn trưa kiêm ăn tối phần cơm huyền thoại của cơmtấm ba ghiền sườn bì chả 57k vẫn hay đùa chỗ này bán sườn là chính cơm là phụ thôi bên cạnh sườn to và dày thì còn gà nướng là món nên ăn vì gà nướng chín vừa đủ mềm ướp siêu ngon food foodholic foodpic foodporn vietnamesefood streetfood asianfood yummy delicious dinner lunch breakfast ximuoieat ximuoireview lozi lozisaigon saigon hochiminhcity vietnamread more at,"16h chiều mới đi ăn sáng, ăn trưa kiêm ăn tối :3 Phần #cơm huyền thoại của #cơmtấm Ba Ghiền: #sườn-#bì-#chả 57k. Vẫn hay đùa chỗ này bán sườn là chính, cơm là phụ thôi :3 Bên cạnh sườn to và dày thì còn gà nướng là món nên ăn. Vì gà nướng chín vừa đủ, mềm, ướp siêu ngon. #food #foodholic #foodpic #foodporn #vietnamesefood #streetfood #asianfood #yummy #delicious #dinner #lunch #breakfast #ximuoieat #ximuoireview #lozi #lozisaigon #saigon #hochiminhcity #vietnamRead more at http://websta.me/n/xixinhxinh#3qy8ZjL4eFjL1KXs.#99",restaurant,0,0,0,0,0,1,1,0,0,0,0,0
18 đường số linh chiểu thủ đứcbạch tuộc tươi được ướp kiểu hàn thơm ngon giòn giòn chấm với muối ớt xanh đỏ thơm ngon quán chỉ bán từ 18h,"18 đường số 5, Linh Chiểu, Thủ ĐứcBạch tuộc tươi được ướp kiểu Hàn, thơm ngon, giòn giòn, chấm với muối ớt xanh đỏ, thơm ngon.Quán chỉ bán từ 18h.",restaurant,0,0,0,0,0,1,1,0,0,0,0,0
180k phần này tầm người ăn nước lẩu chua ngọt ăn khá vừa miệng rau và thịt trông vậy mà nhiều phết đó quán rộng rãi phong cách gần gũi giản dị nói chung nên đến,"180k/ phần này tầm 2-3 người ăn. Nước lẩu chua ngọt ăn khá vừa miệng, rau và thịt trông vậy mà nhiều phết đó. Quán rộng rãi, phong cách gần gũi giản dị. Nói chung nên đến :>",restaurant,1,0,0,0,0,1,1,0,1,0,0,0
18k đĩa đầy đủ bánh bèo bánh bột lọc và bánh gì đó không có nhớ tên thêm nước chấm bánh mì giòn chả ăn xong no luôn,"18k đĩa đầy đủ bánh bèo, bánh bột lọc và bánh gì đó không có nhớ tên :)))) Thêm nước chấm, bánh mì giòn, chả...ăn xong no luôn :#3",restaurant,0,0,0,0,1,1,1,0,0,0,0,0
190 người siêu ngon,190/2 người. Siêu ngon :),restaurant,0,0,0,0,0,1,0,0,0,0,0,0
đứa gọi phần thit nướng kèm thêm là rau và bún thay vì trộn ăn như người ta thì lại thích cuốn hơn thịt cắt dày có tí mỡ nhờ vậy mà nướng không bị khô nước có tẩm sốt nên có những chỗ cháy xém xém ăn rất thơm thịt ướp vừa miệng ăn không cũng thấy ngon nữa không bị ngấy mỡ quán khá là vắng khách nên dù không gian nhỏ nhưng vẫn thấy mát mẻ thoải mái trừ một số ghế đã cũ cách bày trí sơ sài nhân viên nói chuyện ồn ào thì thức ăn ngon nước mắm ngon phục vụ cũng bình thường bảo vệ lịch sự quán có máy lạnh cũng khá mát mẻ,"2 đứa gọi 1 phần thit nướng kèm thêm là rau và bún, thay vì trộn ăn như người ta thì lại thích cuốn hơn, thịt cắt dày, có tí mỡ, nhờ vậy mà nướng không bị khô, nước có tẩm sốt nên có những chỗ cháy xém xém ăn rất thơm, thịt ướp vừa miệng, ăn không cũng thấy ngon nữa, không bị ngấy mỡ. Quán khá là vắng khách nên dù không gian nhỏ nhưng vẫn thấy mát mẻ thoải mái. Trừ một số ghế đã cũ, cách bày trí sơ sài, nhân viên nói chuyện ồn ào thì thức ăn ngon, nước mắm ngon phục vụ cũng bình thường, bảo vệ lịch sự, quán có máy lạnh cũng khá mát mẻ",restaurant,0,0,0,0,0,1,1,0,0,0,0,0
món ngon nhất của quán bánh flan mịn ngon cho nhiều kem béo ăn kèm món có nhiều loại bánh flan rau câu panna costa khác nhau đối diện và xung quanh có rất nhiều hàng ăn vặt khác như đồ chiên bò bía tiện lợi cho bạn nào vừa muốn ăn mặn vừa muốn ăn ngọt,"2 món ngon nhất của quán 👍Bánh flan mịn ngon, cho nhiều kem béo ăn kèm. Món có nhiều loại bánh flan, rau câu, panna costa khác nhau, đối diện và xung quanh có rất nhiều hàng ăn vặt khác như đồ chiên, bò bía... tiện lợi cho bạn nào vừa muốn ăn mặn vừa muốn ăn ngọt.",restaurant,0,0,0,0,0,0,1,1,1,0,0,0
người ăn no nước mà có 200k,2 người ăn no + nước mà có 200k 😱😱😱😱,restaurant,0,0,0,0,0,0,0,0,0,0,1,0
ngừoi ăn tầm 120k bao gồm nước uốngnói chung okay,2 ngừoi ăn tầm 120k bao gồm nước uốngNói chung okay,restaurant,0,0,0,0,0,0,0,0,1,0,1,0
20 25k cho hộp xôi gà ăn ngập mặt nha xe xôi gà này bán lâu đời rồi cả nhà ngoài xôi ra còn có món bánh mì da gà nữa hơi nhiều dầu mỡ xíu nhưng ăn vào miếng là ko thể nào cưỡng lại miếng thứ chẹp chẹp phải đi mua ngay về ăn thoy,"20-25k cho 1 hộp xôi gà ăn ngập mặt nha😜 xe xôi gà này bán lâu đời rồi cả nhà ạ! ngoài xôi ra còn có món bánh mì da gà nữa,hơi nhiều dầu mỡ xíu nhưng ăn vào 1 miếng là ko thể nào cưỡng lại miếng thứ 2😄""chẹp chẹp"" phải đi mua ngay về ăn thoy 😘",restaurant,0,0,0,0,1,1,1,0,1,0,0,0
20k bát giá sinh viên ngon bà chủ dễ tính open 6h30 sáng 12h trưa,"20k 1 bát ,  giá sinh viên ,  ngon ,  bà chủ dễ tính  open 6h30 sáng - 12h trưa",restaurant,0,0,0,0,1,1,0,0,0,0,0,1
219k cho phầm cơm canh salad và nc ngọt khá rẻ ăn cũng vừa miệng lắm,"219k cho 2 phầm cơm , canh , salad và nc ngọt , khá rẻ :) , ăn cũng vừa miệng lắm .",restaurant,0,0,0,0,0,1,0,0,0,0,1,0
25k phần cái qá rẻ luônmỗi cái có tôm có mực qá hấp dẫngiòn mềm ăn khô dầu chấm với nc đậu phộng và chút ớt thì bá cháyvừa ăn vừa coi bóng đá thù phái cho máy chàng rồi,25k phần 7 cái qá rẻ luônMỗi cái có tôm có mực qá hấp dẫnGiòn mềm ăn khô dầu Chấm với nc đậu phộng và chút ớt thì bá cháyVừa ăn vừa coi bóng đá thù phái cho máy chàng rồi,restaurant,0,0,0,0,1,1,1,0,0,0,0,0
25k suất chả nướng rất thơm ngon và ngọt vừa miệng duy chỉ có là nước mắm quá chua,25k/ suất chả nướng rất thơm ngon và ngọt vừa miệng. Duy chỉ có là nước mắm quá chua,restaurant,0,0,0,0,1,0,0,0,0,0,0,0
25k lạngthịt cũng bình thường được nước chấm ngon,25k/1 lạngThịt cũng bình thường được nước chấm ngon 😋,restaurant,0,0,0,0,0,0,0,0,0,0,0,0
280k nồi ng ăn hết tôi yêu nồi lẩu này mất rồi các bạn gọi nồi này thì no căng rún luôn nước chua chua ngọt ngọt lắm thịt nữa,280k 1 nồi 4 ng ăn k hết :(((( Tôi yêu nồi lẩu này mất rồi. Các bạn gọi nồi này thì no căng rún luôn. Nước chua chua ngọt ngọt lắm thịt nữa,restaurant,0,0,0,0,1,1,1,0,0,0,0,0
quán lẩu nướng đối diện royal city đồ nhiều ngon rẻ mỗi tội không gian hơi chật ngồi vỉa hè thỉnh thoảng vẫn bị công an đuổi,"3 4 quán lẩu nướng đối diện Royal City. Đồ nhiều, ngon rẻ, mỗi tội không gian hơi chật. Ngồi vỉa hè thỉnh thoảng vẫn bị công an đuổi :)",restaurant,-1,0,0,0,1,1,1,0,0,0,0,0
mùi sinh tố mà mình nghĩ là ngon nhất và tươi nhất đây bơ xoài và dâu sinh tố xay ít đá nhiều trái cây nên đặc sệt và thơm dâu hơi chua có vị béo của sữa xoài và bơ thì ngọt và bùi nói chung món này nên thử khi tới đây ngồi tám chiện với bạn bè hen,"3 mùi sinh tố mà mình nghĩ là ngon nhất và tươi nhất ở đây, bơ, xoài và dâu. Sinh tố xay ít đá, nhiều trái cây nên đặc sệt và thơm. Dâu hơi chua có vị béo của sữa, xoài và bơ thì ngọt và bùi, nói chung 3 món này nên thử khi tới đây ngồi tám chiện với bạn bè hen.",restaurant,0,0,1,1,0,0,0,0,0,0,0,0
30k bát cháo sườn đầy đủ ăn xong là no luôn,30k bát cháo sườn đầy đủ ăn xong là no luôn 😚😚😚,restaurant,0,0,0,0,1,0,1,0,0,0,0,0
30k một suất ăn no trà đá 2k nhưng đi đông người được free cạnh quán có cô bán mía và hồng ngâm ăn cho sạch miệng nói chung trưa đi làm ghé qua ăn xong về công ty cũng ổn,30k một suất ăn no ứ ự. Trà đá 2k nhưng đi đông người được free. Cạnh quán có cô bán mía và hồng ngâm ăn cho sạch miệng. Nói chung trưa đi làm ghé qua ăn xong về công ty cũng ổn.,restaurant,0,1,0,0,0,0,1,0,1,1,0,0
30k nhưng nhiều cá rô và rau ngót nữa anh chủ thì phục vụ khách nhiệt tình lun,"30k nhưng nhiều cá rô và rau ngót nữa,anh chủ thì phục vụ khách nhiệt tình lun",restaurant,0,0,0,0,0,0,1,0,0,0,0,1
35k đĩa nhưng nhìn tưởng ít mà hoá ra mình ăn hết được đĩa này vì sâu lòng nhiều bò nhiều rau nhiều phở good về độ nhiều và sạch sẽ để xe thoải mái gian cửa hàg rộg mỗi tội hơi xa tý,"35k/đĩa nhưng nhìn tưởng ít mà hoá ra mình k ăn hết được đĩa này ý vì sâu lòng,nhiều bò nhiều rau nhiều phở. Good về độ nhiều và sạch sẽ,để xe thoải mái,3 gian cửa hàg rộg mỗi tội hơi xa tý",restaurant,1,0,0,0,0,0,1,-1,0,1,0,0
40k bát ăn no luôn,40k / bát ăn no ụ luôn,restaurant,0,0,0,0,0,0,0,0,0,0,0,0
40k suất ngonnnn,"40k/ suất, ngonnnn",restaurant,0,0,0,0,0,1,0,0,0,0,0,0
49k tô order cũng nhanh nhưng bị cái quán lúc nào cũng quá tải nên đợi 15 20 ph mới có chỗ ngồi mình order hải sản cấp hít hà môi như mới di chích filler mỗi bàn bình nc đá uống hết châm thêm ăn cay uống nc đá cay càng cay có loại là hải sản và thịt bò order thêm 10k chén cá viên nước lèo trà thái cũng tạm dc 18k khuyến cáo ăn xong về uống mát mía lau nha đam nhìu nhìu vì nóng ruột kinh khủng khiếp,"49k 1 tô. Order cũng nhanh nhưng bị cái quán lúc nào cũng quá tải, nên đợi 15 20 ph mới có chỗ ngồi. Mình order hải sản cấp 4 hít hà môi như mới di chích filler 😂. Mỗi bàn 1 bình nc đá uống hết châm thêm. Ăn cay + uống nc đá cay càng cay 😂. Có 2 loại là hải sản và thịt bò. Order thêm 10k 1 chén cá viên + nước lèo. Trà Thái cũng tạm dc 18k. Khuyến cáo ăn xong về uống mát mía lau nha đam nhìu nhìu, vì nóng ruột kinh khủng khiếp.",restaurant,0,0,0,0,0,0,1,0,0,0,0,1
sao ko nói nhiều ngay góc minh phụng và xóm đất 11,"5 sao. Ko nói nhiều. Ngay góc Minh Phụng và Xóm Đất, Q#11",restaurant,0,0,0,0,0,0,0,1,1,0,0,0
50k bát mỳ trộn ăn no căng nhưng mình thấy đinh liệt vẫn là ngon nhất,"50k 1 bát mỳ trộn 💔💖, ăn no căng 😂 nhưng mình thấy đinh liệt vẫn là ngon nhất 😍🎉",restaurant,0,0,0,0,0,0,0,0,0,0,0,0
70k cũng bình thường xin thêm bánh mì thoải mái nhé,70k. Cũng bình thường. Xin thêm bánh mì thoải mái nhé =)),restaurant,0,0,0,0,0,0,1,0,0,0,0,0
79k phần đầy phô mai và bánh gạo luôn nha ăn no nê vị cay cay sệt sệt đúng kiểu hq đáng để thử,"79k 1 phần. Đầy phô mai và bánh gạo luôn nha, ăn no nê. Vị cay cay sệt sệt đúng kiểu HQ. Đáng để thử.",restaurant,0,0,0,0,0,1,1,0,1,0,0,0
95k gồm niêu ếch tô cháo chà bá trà đá quá là ngon no rẻ có vị ếch và vị cháo cá nhân thì mình thích cay nen ăn kho sa tế bao đã ko gian ấm cúng dễ thương phục vụ ok nhanh nhẹn,"95k gồm 2 niêu ếch + 2 tô cháo chà bá + trà đá 😍 . Quá ư là ngon no rẻ 👍 . Có 3 vị ếch và 5 vị cháo. Cá nhân thì mình thích cay nen ăn kho sa tế bao đã 😄 ko gian ấm cúng dễ thương. Phục vụ ok, nhanh nhẹn.",restaurant,1,0,0,0,0,1,1,0,1,0,0,1
dinner của một con heo hủ tiếu mì khô hoành thánh bonus thêm tô xương lo ăn xong tổng bill trả tiền xách mông về mah quên hỏi giá một tô bao nhiêu ời mah xách 200 theo chắc chắn đủ và no bấy bá luôn kkkở đây hầm xương nhiều hay sao đó nên nước lèo ngon lắm,A dinner của một con heo : Hủ tiếu mì khô hoành thánh bonus thêm tô xương. 😍:)))Lo ăn xong tổng bill trả tiền xách mông về mah quên hỏi giá một tô bao nhiêu ời. 😥 Mah xách 200 theo chắc chắn đủ và no bấy bá luôn. KkkỞ đây hầm xương nhiều hay sao đó nên nước lèo ngon lắm. 😌,restaurant,0,0,0,0,0,1,0,0,0,0,0,0
nướng đây ăn ngon thịt mềm ướp vừa ăn giá lại rẻ 120k con quán có khu vực ngồi ngoài đường hay trong nhà đều được bà chủ đây thân thiện và mến khách lắm phục vụ cũng tốt nước chấm ăn gần hết thì khỏi kêu cũng có nhân viên châm thêm cho nhưng khổ cái xa quá không thui chắc định cư đây lâu dài rùi hehe,"à nướng ở đây ăn ngon , thịt mềm , ướp vừa ăn , giá lại rẻ ( 120k/ con ) ,quán có khu vực ngồi ngoài đường hay trong nhà đều được , bà chủ ở đây thân thiện và mến khách lắm ,phục vụ cũng tốt ( nước chấm ăn gần hết thì khỏi kêu cũng có nhân viên châm thêm cho ) ,nhưng khổ cái xa quá không thui chắc định cư ở đây lâu dài rùi hehe",restaurant,1,0,0,0,1,1,0,-1,0,0,0,1
ah nghĩ tới bít tết là thèm ah mình gọi phần combo món bít tết trứng xíu mại và pate đầu tiên là bò nhé thịt rất mềm và thơm mùi sữa nữa thịt nêm vừa ăn trứng thì canh chiên được lòng đào thicha thật xíu mại thì mềm và hơi nhỏ so với mình nghĩ hehehe pate thì cực ngon ko phải pate hộp như mấy chỗ khác đâu cảm nhận được gan và thịt luôn nhé và rất thơm bánh mì hơi mềm xíu nêua giòn thì ok hơn giá đây cũng hơi cao người tầm 180k,"Ah nghĩ tới bít tết là thèm ah 😭😭😭mình gọi phần combo 4 món bít tết, trứng, xíu mại và pate. Đầu tiên là bò nhé, thịt rất mềm và thơm mùi sữa nữa, thịt nêm vừa ăn. Trứng thì canh chiên được lòng đào thicha thật ^^ xíu mại thì mềm, và hơi nhỏ so với mình nghĩ hehehe. Pate thì cực ngon, ko phải pate hộp như mấy chỗ khác đâu, cảm nhận được gan và thịt luôn nhé và rất thơm ^^ bánh mì hơi mềm xíu nêua giòn thì ok hơn. Giá đây cũng hơi cao , 2 người tầm 180k ^^",restaurant,0,0,0,0,-1,1,0,0,0,0,0,0
ai cảm thấy nóng nực bứt rứt khó chịu thì có thể ghé đây ăn ly kem nha đủ loại hết mà giá sinh viên lắm có 10k thôi àh lozi lozisaigon saigonfood,"Ai cảm thấy nóng nực, bứt rứt khó chịu thì có thể ghé đây ăn ly kem nha. Đủ loại hết mà giá sinh viên lắm có 10k thôi àh #lozi#lozisaigon#saigonfood#",restaurant,0,0,0,0,1,0,1,0,1,0,0,0
ài dô mình thích ăn thịt nướng kiểu việt hơn hoặc là do chọn món này hông hợp lắm thịt cắt miếng hơi bự và dày nhưng vị hơi nhạt nên cuốn với rau thì ăn chấm nhiều mắm xíu mới ngon điểm coingj là ngìn rổ rau tươi ngon quá nên ăn vẫn ngon lành cành đào,"Ài dô mình thích ăn thịt nướng kiểu Việt hơn, hoặc là do chọn món này hông hợp lắm. Thịt cắt miếng hơi bự và dày nhưng vị hơi nhạt nên cuốn với rau thì ăn chấm nhiều mắm xíu mới ngon. Điểm coingj là ngìn rổ rau tươi ngon quá nên ăn vẫn ngon lành cành đào.",restaurant,0,0,0,0,0,0,0,0,0,0,0,0
ai lần đầu ăn thì sẽ thấy nó lạ còn ăn hoài thì nó bình thường chắc ngạc nhiên nhất là cái mùi của nó qen thì sẽ thấy nó có vẻ hơi hăng mà qen là bảo đảm ghiền giá cả thì cũng oke được mà tính ra hơi ít ăn chưa đã gì hết đã hết sạch quán tàu nên cũng thấy nhiều ng tàu qa đậy ăn giá người trung bình 100k,"Ai lần đầu ăn thì sẽ thấy nó lạ, còn ăn hoài thì nó bình thường :)) chắc ngạc nhiên nhất là cái mùi của nó k qen thì sẽ thấy nó có vẻ hơi hăng, mà qen r` là bảo đảm ghiền :)) Giá cả thì cũng oke được, mà tính ra hơi ít ăn chưa đã gì hết đã hết sạch r` ~.~ Quán tàu nên cũng thấy nhiều ng` tàu qa đậy ăn, giá 2 người trung bình 100k :#3",restaurant,0,0,0,0,1,1,0,0,0,0,0,0
ai lẩu ko em tôm tuy ko to nhưng tươi ko sút đầu thịt chắc và ngon chạo ốc siêu ngon lâu lắm rồi mới ăn chạo ốc ngon vậy phần rau nhiều nấm ngon tươi mình bị ghiền nấm với rau ăn đẹp da nhân viên dễ thương quán rộng nướng ko bị ám mùi gửi xe free chú giữ xe cũng dễ thương điểm yếu duy nhất là nó xa quá t_t tận cầu tham lương,"Ai lẩu ko :3 Em tôm tuy ko to nhưng tươi, ko sút đầu, thịt chắc và ngon. Chạo ốc siêu ngon :* Lâu lắm rồi mới ăn chạo ốc ngon vậy. Phần rau nhiều, nấm ngon, tươi. Mình bị ghiền nấm với rau, ăn đẹp da :)) Nhân viên dễ thương, quán rộng, nướng ko bị ám mùi. Gửi xe free. Chú giữ xe cũng dễ thương. Điểm yếu duy nhất là nó xa quá T_T Tận cầu Tham Lương :((((",restaurant,1,0,0,0,0,1,1,-1,0,1,0,1
ai nói gì tui vẫn thấy món này là ngon số dách luôn một tô cực chất lượng nhá heo quay được miếng gì ah da thì giọn rụm luôn và thơm lắm kiểu nóng hổi mới ra lò ấy cá thì miếng cũng khá to thịt rất săn chắc ko bị bở tôm tươi khỏi nói ngọt thịt lắm ớt bộc chả cá thì ko cay đâu chả cá thìa là rất chắc nước lèo có độ mặn vừa phải mùi mắm cũng không nồng lắm một tô giá cũng vừa phải đi người tầm 100k thôi,"Ai nói gì tui vẫn thấy món này là ngon số dách luôn. Một tô cực chất lượng nhá. Heo quay được 2-3 miếng gì ah, da thì giọn rụm luôn và thơm lắm, kiểu nóng hổi mới ra lò ấy. Cá thì miếng cũng khá to, thịt rất săn chắc, ko bị bở. Tôm tươi khỏi nói, ngọt thịt lắm. Ớt bộc chả cá thì ko cay đâu, chả cá thìa là, rất chắc. Nước lèo có độ mặn vừa phải, mùi mắm cũng không nồng lắm. Một tô giá cũng vừa phải, đi 2 người tầm 100k thôi.",restaurant,0,0,0,0,1,1,1,0,0,0,0,0
ai thic món ăn miền trung nên thử nhé thú vị không kém nước chấm rất ngon không quá nhạt cũng không quá đậm vừa vừa nè nem chua đây cũng rất ngon nữa nhé nước uống có bốn loại rất thú vị nhé bà coan,"Ai thic món ăn miền trung nên thử nhé thú vị không kém, nước chấm rất ngon không quá nhạt cũng không quá đậm vừa vừa nè, nem chua ở đây cũng rất ngon nữa nhé Nước uống có bốn loại rất thú vị nhé bà coan",restaurant,0,0,1,1,0,1,0,0,1,0,0,0
ai thích ăn đồ nhật đây là lựa chọn thích hợp kiểu cơm văn phòng chưa ăn và muốn thử thì cân nhắc sẽ thấy hơi mắc và không ngon như mình nghĩ vì họ nấu theo khẩu vị nhật hơi nhạt nhưng rất thanh nhân viên nhiệt tình dễ thương quầy nước kèm theo rất good,Ai thích ăn đồ Nhật đây là lựa chọn thích hợp kiểu cơm văn phòng. Chưa ăn và muốn thử thì cân nhắc sẽ thấy hơi mắc và không ngon như mình nghĩ vì họ nấu theo khẩu vị nhật hơi nhạt nhưng rất thanh. Nhân viên nhiệt tình dễ thương. Quầy nước kèm theo rất good,restaurant,0,0,1,0,-1,0,0,0,1,0,0,1
ai thích ăn giò thì miếng giò khá to và đã được trụng trước với nước lèo rồi nên có màu cũng sậm sậm cam cam nói chung đây là chỗ bánh canh cua ngon bổ rẻ theo cảm nhận cá nhân mình ăn khá hài lòng ai đi chợ nguyễn tri phương đừng quên chỗ này nhé,"Ai thích ăn giò thì miếng giò khá to và đã được trụng trước với nước lèo rồi nên có màu cũng sậm sậm cam cam.Nói chung đây là 1 chỗ bánh canh cua ngon bổ rẻ theo cảm nhận cá nhân, mình ăn khá hài lòng, ai đi chợ Nguyễn Tri Phương đừng quên chỗ này nhé.",restaurant,0,0,0,0,1,1,1,0,1,0,0,0
ai thích ăn hàu hay đến rạn biển mà không thử món này là chắc chắn tiếc lắm nhé hàu đây ngon cực luôn rất ngọt và thơm chứ không hề có mùi tanh hàu nướng phô mai thì béo ngậy không cần ăn kèm với bất kì đồ chấm nào vẫn thấy ngon giá tầm 30k con hàu nhé,"Ai thích ăn hàu hay đến Rạn Biển mà không thử món này là chắc chắn tiếc lắm nhé. Hàu ở đây ngon cực luôn, rất ngọt và thơm chứ không hề có mùi tanh. Hàu nướng phô mai thì béo ngậy, không cần ăn kèm với bất kì đồ chấm nào vẫn thấy ngon.Giá tầm 30k/con hàu nhé.",restaurant,0,0,0,0,0,1,0,0,0,0,0,0
ai thích ăn nem nướng gần q7 cứ ghé đây thử ăn ok lắm,"Ai thích ăn nem nướng gần Q7 cứ ghé đây thử, ăn ok lắm",restaurant,0,0,0,0,0,1,0,0,0,0,0,0
alla carbonara đây là nơi bán pasta mình thích nhất đó giờ mình cũng ăn thử nhiều chỗ rồi nhưng vẫn ưng nhất chỗ này có thế các bạn thấy giá hơi mắc nhưng dĩa chất lượng lắm luôn có khi người ăn còn không hết nhưng nếu người ăn dĩa sẽ không đủ no lozisaigon anngapmat,Alla Carbonara 💕 Đây là nơi bán pasta mình thích nhất 😌 đó giờ mình cũng ăn thử nhiều chỗ rồi nhưng vẫn ưng ý nhất chỗ này 👍🏽 Có thế các bạn thấy giá hơi mắc nhưng 1 dĩa chất lượng lắm luôn 😆 có khi 1 người ăn còn không hết! Nhưng nếu 2 người ăn 1 dĩa sẽ không đủ no 😂#lozisaigon #anngapmat,restaurant,0,0,0,0,-1,1,0,0,1,0,0,0
ám ảnh tuổi thơ là xôi gà rất xa xỉ nhưng cô lan đã đạp lên dư luận khi bán xôi gà hộp bự chỉ có 15k cũng là lý do mà xôi của cô rất nổi tiếng và cháy hàng mỗi sáng xôi gà không chỉ có gà chiên mà còn có chả lụa trứng vịt kho và trứng chiên ngoài ra còn có đồ chua ăn kèm giòn giòn bữa ni ăn hơi ngọt thêm bịch mỡ hành làm sốt nữa chỉ vì hộp xôi 15k này mà mình phải dời bữa ăn trưa thành ăn chiều dù đã có sự trợ giúp của pepsi thần thánh mà cũng chưa hết hoang mang vì đã lỡ mắt nhìn thấy hộp xôi 25k của cô lan pepsi_17 pepsilakhi pepsimoji,"Ám ảnh tuổi thơ là xôi gà rất xa xỉ, nhưng cô Lan đã đạp lên dư luận khi bán xôi gà hộp bự chỉ có 15k, cũng là lý do mà xôi của cô rất nổi tiếng và cháy hàng mỗi sáng. Xôi gà không chỉ có gà chiên mà còn có chả lụa, trứng vịt kho và trứng chiên, ngoài ra còn có đồ chua ăn kèm giòn giòn (bữa ni ăn hơi ngọt), thêm bịch mỡ hành làm sốt nữa. Chỉ vì hộp xôi 15k này mà mình phải dời bữa ăn trưa thành ăn chiều dù đã có sự trợ giúp của Pepsi thần thánh, mà cũng chưa hết hoang mang vì đã lỡ mắt nhìn thấy hộp xôi 25k của cô Lan :pepsi_17: #pepsilakhi #pepsimoji",restaurant,0,0,0,0,1,0,1,0,1,0,0,0
ẩm thực vị giác con người rất nhiều món ngon mà giá cũng phải chăng quán của người mẫu thu phương,Ẩm thực vị giác con người!!!!! Rất nhiều món ngon mà giá cũng phải chăng. Quán của người mẫu Thu Phương :)))),restaurant,0,0,0,0,1,1,1,0,0,0,0,0
ăn mình thì hơi ngấy nhưng mình thì ổng pate ngon vị rất đặc biệt gân bò mềm mềm,"ăn 1 mình thì hơi ngấy, nhưng 2 mình thì ổng, pate ngon, vị rất đặc biệt, gân bò mềm mềm. :)",restaurant,0,0,0,0,0,1,0,0,0,0,0,0
ăn bánh xèo tôm nhảy rất khác so với bánh xèo thông thường có nhiều loại nhân chủ yếu là bò và hải sản,Ăn bánh xèo tôm nhảy rất khác so với bánh xèo thông thường.Có nhiều loại nhân chủ yếu là bò và hải sản.,restaurant,0,0,0,0,0,0,1,0,0,0,0,0
