text,original_text,domain,FACILITIES#CLEANLINESS,FACILITIES#COMFORT,FACILITIES#DESIGN&FEATURES,FACILITIES#GENERAL,FACILITIES#MISCELLANEOUS,FACILITIES#PRICES,FACILITIES#QUALITY,FOOD&DRINKS#MISCELLANEOUS,FOOD&DRINKS#PRICES,FOOD&DRINKS#QUALITY,FOOD&DRINKS#STYLE&OPTIONS,HOTEL#CLEANLINESS,HOTEL#COMFORT,HOTEL#DESIGN&FEATURES,HOTEL#GENERAL,HOTEL#MISCELLANEOUS,HOTEL#PRICES,HOTEL#QUALITY,LOCATION#GENERAL,ROOMS#CLEANLINESS,ROOMS#COMFORT,ROOMS#DESIGN&FEATURES,ROOMS#GENERAL,ROOMS#MISCELLANEOUS,ROOMS#PRICES,ROOMS#QUALITY,ROOM_AMENITIES#CLEANLINESS,ROOM_AMENITIES#COMFORT,ROOM_AMENITIES#DESIGN&FEATURES,ROOM_AMENITIES#GENERAL,ROOM_AMENITIES#MISCELLANEOUS,ROOM_AMENITIES#QUALITY,SERVICE#GENERAL
gia đình tôi nghĩ tại khu ngĩ mát trails trong đêm phòng của chúng tôi nằm ngay lối đi của tầng đầu tiên chúng tôi có phòng một phòng có gường đôi các phòng có đầy đủ tiện nghi với buồng tắm vòi sen dù không khí rất nóng nhưng máy điều hoà hoạt động tốt phòng có vị trí đẹp ngay ban công có thể nhìn ra hồ bơi ngồi ngắm cảnh và nhấm nháp vài ly bia thì tuyệt vời nhất các nhân viên thân thiện có tuyến xe buýt vào khu trung tâm thường xuyên ngoài ra các trung tâm spa massage có giá cũng tương đối rẻ khu đô thị cổ hội an rất quyến rũ bánh mì đây rất lạ và tôi đã dùng thử nó không giống như sandwich lắm một nơi tuyệt vời và đáng nhớ của chúng tôi,"Gia đình tôi nghĩ tại khu ngĩ mát Trails trong 3 đêm, phòng của chúng tôi nằm ngay lối đi của tầng đầu tiên, chúng tôi có 2 phòng, một phòng có 2 gường đôi. Các phòng có đầy đủ tiện nghi, với buồng tắm vòi sen, dù không khí rất nóng nhưng máy điều hòa hoạt động tốt. Phòng có vị trí đẹp, ngay ban công có thể nhìn ra hồ bơi, ngồi ngắm cảnh và nhấm nháp vài ly bia thì tuyệt vời nhất. Các nhân viên thân thiện, có tuyến xe buýt vào khu trung tâm thường xuyên, ngoài ra các trung tâm spa, massage có giá cũng tương đối rẻ. Khu đô thị cổ Hội An rất quyến rũ, bánh mì ở đây rất lạ và tôi đã dùng thử nó, không giống như sandwich lắm. Một nơi tuyệt vời và đáng nhớ của chúng tôi.",hotel,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
phục vụ nhiệt tình tuy nhiên phòng khách sạn đang đêm ngủ bị nước tràn hỏi lễ tân đã biết hiện tượng đó mà ko xử lý sớm cho khách trước khi nhận phòng nửa đêm rồi còn hỏi khách có đổi phòng không đáng lẽ ra phải đưa khách sang phòng khác trước vì đã biết hiện tượng đó rồi mà vẫn để khách nằm vậy mong khách sạn rút kinh nghiệm,"+ Phục vụ nhiệt tình, tuy nhiên phòng khách sạn đang đêm ngủ bị nước tràn, hỏi lễ tân đã biết hiện tượng đó mà ko xử lý sớm cho khách trước khi nhận phòng, nửa đêm rồi còn hỏi khách có đổi phòng không, đáng lẽ ra phải đưa khách sang phòng khác trước vì đã biết hiện tượng đó rồi mà vẫn để khách nằm vậy. Mong khách sạn rút kinh nghiệm.",hotel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
mình rất hài lòng khi chọn cho gia đình đi nghỉ dưỡng hội nbspan trails cảnh quan xanh mát hồ bơi sạch và đẹp phòng nghỉ tiện nghi yên tĩnh và riêng tư nhân viên thân thiện nhẹ nhàng ăn sáng khá ngon thay đổi thực đơn hàng ngày tuy nhiên các món còn hơi nghèo nàn có chút bất tiện nếu muốn vào trung tâm hội an phố cổ vì nơi này hơi xa nếu đi bằng taxi tốn khoảng 50k lượt 2012 nếu tiết kiệm thì nên chờ xe buýt miễn phí của khách sạn đưa đón nhưng phải đúng theo lịch trình của khách sạn tuyến buýt này cũng dùng để ra atildei tắm biển riêng của khách sạn like nếu có dịp ra hội an nghỉ dưỡng mình vẫn thích quay lại nơi này,"Mình rất hài lòng khi chọn cho gia đình đi nghỉ dưỡng ở Hội&nbspAn Trails. Cảnh quan xanh mát, hồ bơi sạch và đẹp. Phòng nghỉ tiện nghi, yên tĩnh và riêng tư. Nhân viên thân thiện, nhẹ nhàng.Ăn sáng khá ngon, thay đổi thực đơn hàng ngày tuy nhiên, các món còn hơi nghèo nàn :P Có chút bất tiện nếu muốn vào trung tâm Hội An (phố cổ) vì nơi này hơi xa nếu đi bằng taxi, tốn khoảng 50k/lượt (6/2012) nếu tiết kiệm thì nên chờ xe buýt miễn phí của khách sạn đưa đón, nhưng phải đúng theo lịch trình của khách sạn. Tuyến buýt này cũng dùng để ra b&atildei tắm biển riêng của khách sạn (like!)Nếu có dịp ra Hội An nghỉ dưỡng, mình vẫn thích quay lại nơi này. :)",hotel,1,0,1,0,0,0,0,0,0,1,-1,0,1,1,1,0,0,0,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
đầu tiên mình thấy là đây chủ yếu là tây mà thôi mình thấy phòng trails khá cũ chắc xây dựng đã lâu phòng rộng nhưng ẩm thấp phòng tắm lại mở cửa sổ ra phòng ngủ nhằm tạo view đẹp khi tắm bồn nhưng vô tình gây ẩm ướt nước bắn lên của sổ tràn ra ngoài mà bên cạnh của sổ lại bố trí giường ngủ làm cho phòng ẩm ướt bên cạnh đó bồn cầu lại bố trí bên cạnh cái cửa sổ mở ra ngoài hành lang khi bạn đi wc thì người đi ngoài hành lang cũng nhìn thấy bóng bạn đó rất bất hợp lý giường ngủ thì ọp ẹp ko hiểu mấy ông bà tây toàn 100kg thì nằm kiểu gì cái không hài lòng nhất là thái độ phục vụ của nhân viên đây nhất là bọn nhân viên phòng ăn thái độ rất coi thường khách bỏ ra cả trăm để resort mà bị nhân viên nó coi thường là sao dọn phòng thì như ko rác thì ko vứt đồ đạc ko sắp lại nhà tắm thì ko lau cụ thể nó chỉ dọn là trải lại cái giường ngủ nếu bạn để quần áo trên giường thì nó vứt tất cả quần áo vào cái ghế nào đó là xếp cái khăn tắm vào chỗ cũ hết àh quên nói mình có boa để dưới gối 20k chứ ko phải ko có đặc biệt đây có nhiều rắn hiz toàn rắn lửa nhân viên kêu ko có độc nhưng nhìn ghê chết đi được thì nhân viên nó cười khểnh kêu là có thế cũng sợ đã resort nhiều cây cối thì phải có rắn chứ thật ko chấp nhận được cái thái độ ăn sáng thì khá đầy đủ nhưng nước uống thì chántóm lại mình thấy khách sạn này chất lượng kém so với số tiền mà khách phải bỏ ra để,"Đầu tiên mình thấy là ở đây chủ yếu là Tây ở mà thôi. Mình thấy phòng ở Trails khá cũ, chắc xây dựng đã lâu, phòng rộng nhưng ẩm thấp. Phòng tắm lại mở cửa sổ ra phòng ngủ nhằm tạo view đẹp khi tắm bồn nhưng vô tình gây ẩm ướt, nước bắn lên của sổ tràn ra ngoài ( mà bên cạnh của sổ lại bố trí giường ngủ ), làm cho phòng ẩm ướt. Bên cạnh đó bồn cầu lại bố trí bên cạnh 1 cái cửa sổ mở ra ngoài hành lang ( khi bạn đi WC thì người đi ngoài hành lang cũng nhìn thấy bóng bạn ở đó ), rất bất hợp lý. Giường ngủ thì ọp ẹp ko hiểu mấy ông bà tây toàn 100kg thì nằm kiểu gì ??! Cái không hài lòng nhất là thái độ phục vụ của nhân viên ở đây, nhất là bọn nhân viên phòng ăn, thái độ rất coi thường khách ( bỏ ra cả trăm $ để ở resort mà bị nhân viên nó coi thường là sao ? ). Dọn phòng thì như ko, rác thì ko vứt, đồ đạc ko sắp lại, nhà tắm thì ko lau, cụ thể nó chỉ dọn 1 là trải lại cái giường ngủ ( nếu bạn để quần áo trên giường thì nó vứt tất cả quần áo vào 1 cái ghế nào đó ) , 2 là xếp 2 cái khăn tắm vào chỗ cũ, hết ( àh quên nói mình có boa để dưới gối 20k chứ ko phải ko có )!!!Đặc biệt ở đây có nhiều rắn hiz, toàn rắn lửa, nhân viên kêu ko có độc nhưng nhìn ghê chết đi được thì nhân viên nó cười khểnh kêu là có thế cũng sợ, đã ở resort nhiều cây cối thì phải có rắn chứ ( thật ko chấp nhận được cái thái độ ).ăn sáng thì khá đầy đủ nhưng nước uống thì chánTóm lại mình thấy khách sạn này chất lượng kém so với số tiền mà khách phải bỏ ra để ở !",hotel,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,-1,0,0,0,0,-1,0,-1,0,-1,0,0,-1,-1
hội an trails resort spa là một địa điểm khá lý tưởng cho một chuyến du lịch nghĩ dưỡng cùng gia đinh phòng ốc đẹp tiện nghi và tương đối sạch sẽ cảnh quan trong resort xanh và đẹp có bể bơi dịch vụ spa giá rẻ tuy nhiên chất lượng cũng bình thường và không đa dạng ăn sáng cũng khá ngon bar cà phê ngon bổ rẻ nhưng nghỉ hơi sớm đặc điểm chung hội an khoảng 9h 10h tối là đã dừng phục vụ resort hơi xa biển đi tô ra biển mất khoảng phút có xe khách sạn đưa khách ra atildei biển cũng như về trung tâm hội an theo giờ tóm lại với giá cả như vậy thì đây là một resort tốt,"Hội An Trails Resort & Spa là một địa điểm khá lý tưởng cho một chuyến du lịch nghĩ dưỡng cùng gia đinh. Phòng ốc đẹp, tiện nghi và tương đối sạch sẽ, cảnh quan trong resort xanh và đẹp, có bể bơi. Dịch vụ Spa giá rẻ tuy nhiên chất lượng cũng bình thường và không đa dạng. Ăn sáng cũng khá ngon, bar, cà phê ngon bổ rẻ nhưng nghỉ hơi sớm (đặc điểm chung ở Hội An) khoảng 9h -10h tối là đã dừng phục vụ. Resort hơi xa biển đi ô tô ra biển mất khoảng 3 phút. Có xe khách sạn đưa khách ra b&atildei biển cũng như về trung tâm Hội An theo giờ. Tóm lại với giá cả như vậy thì đây là một resort tốt.",hotel,0,0,0,1,0,1,0,-1,1,1,0,0,1,1,0,0,1,0,-1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
phòng khách sạn đẹp rộng atildei nhiều dịch vụ cho du khách có xe đưa đi và về hội an biển cửa đại nhân viên phục vụ tận tình chu đáo dịch vụ chudu24 rất thuận tiện chu đáo vói khách hàng xin chan thành cảm ơn công ty chudu24 và khách sạn hội an trails resort and spa,"Phòng khách sạn đẹp, rộng r&atildei, nhiều dịch vụ cho du khách, có xe đưa đi và về Hội An, biển cửa đại. Nhân viên phục vụ tận tình chu đáo Dịch vụ Chudu24 rất thuận tiện, chu đáo vói khách hàng. xin chan thành cảm ơn công ty Chudu24 và khách sạn Hội An trails resort and spa",hotel,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
gia đình chúng tôi đã có thời gian lưu trú tại đây rất tốt đẹp lúc đầu phòng của chúng tôi nằm tầng của toà nhà chính phòng rất ok tuy nhiên qua một đêm vì có nhiều tiếng ồn nên chúng tôi đã đề nghị được đổi phòng khác lúc đầu chúng tôi nhận được thông báo là sẽ phát sinh thêm chi phí do phải đổi phòng nhưng sau khi trao đổi lại với tiếp tân chúng tôi thật sự hài lòng vì sẽ không có chi phí phát sinh nào cả phòng khá rộng rãi và thoải mái hồ bơi khu nghỉ mát đẹp chúng tôi rất thích nhân viên thân thiện và nhiệt tình có chuyến xe buýt thường xuyên chở du khách đến đô thị cổ có nhiều nơi để mua sắm bên cạnh đó còn có xe đạp để du khách đi dạo mát,"Gia đình chúng tôi đã có thời gian lưu trú tại đây rất tốt đẹp. Lúc đầu phòng của chúng tôi nằm ở tầng 3 của tòa nhà chính, phòng rất ok, tuy nhiên qua một đêm vì có nhiều tiếng ồn nên chúng tôi đã đề nghị được đổi phòng khác, lúc đầu chúng tôi nhận được thông báo là sẽ phát sinh thêm chi phí do phải đổi phòng nhưng sau khi trao đổi lại với tiếp tân chúng tôi thật sự hài lòng vì sẽ không có chi phí phát sinh nào cả. Phòng khá rộng rãi và thoải mái. Hồ bơi ở khu nghỉ mát đẹp chúng tôi rất thích. Nhân viên thân thiện và nhiệt tình. Có chuyến xe buýt thường xuyên chở du khách đến đô thị cổ , có nhiều nơi để mua sắm, bên cạnh đó còn có xe đạp để du khách đi dạo mát.",hotel,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
gia đình tôi đây ngày đặt qua mytour đà nẵng nữa nói chung kì nghỉ diễn ra tốt đẹp,"Gia đình tôi ở đây 2 ngày, đặt qua Mytour ở Đà Nẵng nữa. Nói chung kì nghỉ diễn ra tốt đẹp",hotel,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ks rất tốt không vấn đề gì nhưng phải đi ra biển bằng xe đạp hơi xa,"ks rất tốt, không vấn đề gì, nhưng phải đi ra biển bằng xe đạp, hơi xa",hotel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hội an trails khu nghỉ mát rất tốt với đầy đủ tiện nghi phòng tốt hồ bơi và dịch vụ xe tuyệt vời của xe buýt nhỏ vào thành phố hoặc bãi biển nhân viên rất thân thiện nhiệt tình các cửa hàng lân cận giá cả rất tốt chúng tôi hoàn toàn hài lòng thậm chí thuê chiếc xe máy giá trị tuyệt vời vi vu ngắm cảnh hồ bơi to đẹp sạch sẽ khiến chúng tôi an tâm khi vui chơi cùng gia đình đó gia đình tôi quyết định sẽ đến đây thêm lầm nữa,"Hội An Trails khu nghỉ mát rất tốt. Với đầy đủ tiện nghi, phòng tốt, hồ bơi và dịch vụ xe tuyệt vời của xe buýt nhỏ vào thành phố hoặc bãi biển. Nhân viên rất thân thiện, nhiệt tình. Các cửa hàng lân cận giá cả rất tốt chúng tôi hoàn toàn hài lòng. Thậm chí thuê chiếc xe máy giá trị tuyệt vời vi vu ngắm cảnh. Hồ bơi to, đẹp, sạch sẽ khiến chúng tôi an tâm khi vui chơi cùng gia đình ở đó. Gia đình tôi quyết định sẽ đến đây thêm lầm nữa.",hotel,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
phòng ốc rộng rãi sạch sẽ và thoải mái có đầy đủ tiện nghi vì vậy bạn có thể yêu cầu với khách sạn inter trong phòng và khu vực công cộng được sử dụng miễn phí nếu như bạn có latop riêng thì nhân viên sẽ vui vẻ cung cấp cáp để kết nối với modem khu hồ bơi tuyệt đẹp cạnh đó có quầy bar tôi chưa hài lòng về bữa điểm tâm sáng hy vọng sẽ có nhiều trái cây hơn dịch vụ đưa đón miễn phí tại khách sạn hằng giờ luôn sẵn sàng đưa bạn vào trung tâm thành phố đến đó ít nhất phải mất 10 phút và mỗi chuyến đi chỉ có chỗ ngồi cách khác hơn hãy yêu cầu khách sạn gọi cho bạn chiếc taxi nghỉ tại trails hội an được cái là không quá xa mọi thứ biển mua sắm nhà hàng cửa hàng bánh của pháp shop đồ lưu niệm và thợ may may quần sóoc chỉ trong 24 giờ tất cả chỉ trong khoảng 10 phút lái xe,"Phòng ốc rộng rãi, sạch sẽ và thoải mái, có đầy đủ tiện nghi vì vậy bạn có thể yêu cầu với khách sạn. Inter trong phòng và ở khu vực công cộng được sử dụng miễn phí. Nếu như bạn có latop riêng thì nhân viên sẽ vui vẻ cung cấp cáp để kết nối với modem. Khu hồ bơi tuyệt đẹp, cạnh đó có quầy bar. Tôi chưa hài lòng về bữa điểm tâm sáng, hy vọng sẽ có nhiều trái cây hơn. Dịch vụ đưa đón miễn phí tại khách sạn (hằng giờ) luôn sẵn sàng đưa bạn vào trung tâm thành phố. Đến đó ít nhất phải mất 10 phút và mỗi chuyến đi chỉ có 9 chỗ ngồi. Cách khác hơn, hãy yêu cầu khách sạn gọi cho bạn 1 chiếc taxi. Nghỉ tại Trails Hội An, được cái là không quá xa mọi thứ, biển, mua sắm, nhà hàng, cửa hàng bánh của Pháp, shop đồ lưu niệm và thợ may (may quần sóoc chỉ trong 24 giờ) tất cả chỉ trong khoảng 10 phút lái xe.",hotel,0,0,1,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1
nhân viên khách sạn nhiệt tình,Nhân viên khách sạn nhiệt tình,hotel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
phong tuy nho nhung sach se va tien nghi nhan vien nhiet tinh chu dao,Phong tuy nho nhung sach se va tien nghi. Nhan vien nhiet tinh chu dao,hotel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,1
an sang tuong doi tot tien loi,An sang tuong doi tot. Tien loi,hotel,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nhan vien phuc vu an sang khong nien no co ve phan biet khach tay voi khach viêt nam khach san sach se gan bien nhan vien le tan rat tot,"nhan vien phuc vu an sang khong nien no , co ve phan biet khach tay voi khach viêt nam . khach san sach se , gan bien . nhan vien le tan rat tot",hotel,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sự chậm trễ nhận phòng nhân viên rất lịch sự và thân thiện,Sự chậm trễ nhận phòng Nhân viên rất lịch sự và thân thiện,hotel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
wifi yếu nhân viên tận tình giá cả rẻ,"Wifi yếu!! Nhân viên tận tình, giá cả rẻ!!",hotel,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
vị trí trung tâm nhân viên thân thiện,"Vị trí trung tâm,nhân viên thân thiện.",hotel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
gần biển sẽ quay lại,Gần biển Sẽ quay lại,hotel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thân thiện gần quảng trường chợ đêm không như mong muốn phòng khách sạn toàn kiến ngủ kiến bò hết lên giường lên người phòng quá chật nói chung là lần sau sẽ ko quay lại,"Thân thiện, gần quảng trường, chợ đêm, Không như mong muốn. Phòng khách sạn toàn kiến, ngủ kiến bò hết lên giường, lên người. Phòng quá chật. Nói chung là lần sau sẽ ko quay lại.",hotel,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,1
khách sạn đẹp sạch sẽ gần trung tâm vị trí khá thuận lợi để đi xung quang chỉ cần bước vài bước là đến biển đương tôn đản này nhỏ như con hẻm nhưng có khá nhiều ks đẹp trong hẻm có nhiều nơi cho thuê xe máy với giá 80k ngày và đồ ăn cũng khá nhân viên ân cần khách sạn kế bên cũng đã xây xong nên ko còn ồn ào đâu nha,"Khách sạn đẹp, sạch sẽ, gần trung tâm Vị trí khá thuận lợi để đi xung quang, chỉ cần bước vài bước là đến biển. Đương Tôn Đản này nhỏ như con hẻm nhưng có khá nhiều ks đẹp, trong hẻm có nhiều nơi cho thuê xe máy với giá 80k/ngày và đồ ăn cũng khá. Nhân viên ân cần. Khách sạn kế bên cũng đã xây xong nên ko còn ồn ào đâu nha.",hotel,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
nhiệt tình thân thiện khá thoải mái,"nhiệt tình, thân thiện Khá thoải mái",hotel,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sach se thai do phuc vu tot thuc an sang kha on voi muc gia thap nhung thai do phuc vu kha tot chat luong phong kha on moi sach se tien nghi day du thi lua chon khach san sun city la lua chon tuyet voi khach san rat nhiet tinh chu dao ve moi mat lan dau tien phat bieu kien ve mot noi den vi khach san qua tot so voi gia hy vong khach san luon giu duoc thai do phuc vu va chat luong nhu hien nay se quay lai khach san lan toi,"Sach se,thai do phuc vu tot,thuc an sang kha on voi muc gia thap nhung thai do phuc vu kha tot,chat luong phong kha on,moi,sach se,tien nghi day du thi lua chon khach san sun city la lua chon tuyet voi.khach san rat nhiet tinh chu dao ve moi mat,lan dau tien phat bieu y kien ve mot noi den vi khach san qua tot so voi gia.hy vong khach san luon giu duoc thai do phuc vu va chat luong nhu hien nay,se quay lai khach san lan toi",hotel,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1
nhân viên nhiệt tình phòng ốc sạch sẽ gần bãi biển tất cả đều rất tuyệt trừ có vẻ có nhiều muỗi đối với gia đình có con nhỏ thì hơi lo lắng,"Nhân viên nhiệt tình, phòng ốc sạch sẽ, gần bãi biển Tất cả đều rất tuyệt trừ có vẻ có nhiều muỗi (đối với gia đình có con nhỏ thì hơi lo lắng)",hotel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
phòng sạch thiết kế hiện đại gần công trường nên hơi ồn,"phòng sạch, thiết kế hiện đại Gần công trường nên hơi ồn",hotel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,-1,1,0,0,0,0,0,0,0,0,0,0,0
nhân viên thân thiện phòng sạch sẽ và có thiết kế hiện đại nhìn chung dịch vụ của khách sạn rất tốt cùng với mức giá hợp lý hiện tại khách sạn bên cạnh đang xây nên khá ồn,Nhân viên thân thiện.Phòng sạch sẽ và có thiết kế hiện đại Nhìn chung dịch vụ của khách sạn rất tốt cùng với mức giá hợp lý.Hiện tại khách sạn bên cạnh đang xây nên khá ồn.,hotel,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,-1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
gần biển sạch sẽ giá cả ok khách sạn nhỏ nhưng sạch bữa sáng khá đắt không nên ăn sáng đây nếu bạn muốn có nhiều sự lựa chọn và giá rẻ hơn nhân viên ok cũng nhiệt tình nhưng hay chỉ dẫn đi theo tour trong khi chúng tôi thích đi tự do hơn xe máy cho thuê giá rẻ internet tạm ổn nói chung với giá cả như vậy thì cũng hợp lý,"Gần biển, sạch sẽ, giá cả OK Khách sạn nhỏ nhưng sạch. Bữa sáng khá đắt, không nên ăn sáng ở đây nếu bạn muốn có nhiều sự lựa chọn và giá rẻ hơn. Nhân viên OK, cũng nhiệt tình nhưng hay chỉ dẫn đi theo tour trong khi chúng tôi thích đi tự do hơn. Xe máy cho thuê giá rẻ. Internet tạm ổn. Nói chung với giá cả như vậy thì cũng hợp lý.",hotel,0,0,0,0,0,1,0,0,-1,0,0,1,0,-1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sạch rẻ phục vụ tốt khách sạn sạch sẽ giá cả hợp lý gần trung tâm tôi được upgrade lên phòng cao cấp hơn nhưng tính phí dịch vụ hợp lý,"Sạch, rẻ, phục vụ tốt Khách sạn sạch sẽ, giá cả hợp lý, gần trung tâm, tôi được upgrade lên phòng cao cấp hơn nhưng k tính phí. Dịch vụ hợp lý.",hotel,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
gâ biê sa ch đe ksan gia tô nhân viên nhiê ti nh gâ biê pho ng sa ch,"gần biển, sạch, đẹp ksan giá tốt, nhân viên nhiệt tình, gần biển, phòng sạch",hotel,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
mơ sa ch se vi tri gâ biê,"Mới, sạch sẽ, vị trí gần biển",hotel,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gần biển dịch vụ đầy đủ giá cả hợp lý khách sạn sạch sẽ trung tâm gần biển nhân viên nhiệt tình,"gần biển , dịch vụ đầy đủ , giá cả hợp lý khách sạn sạch sẽ,trung tâm gần biển . nhân viên nhiệt tình",hotel,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
gần biển gần khu trung tâm mua sắm và gần các quán bar,Gần biển gần khu trung tâm mua sắm và gần các quán Bar,hotel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sach gia ok nvien than thien khach san nho nhung phong sach se nhan vien than thien se tro lai vao dip gan day,"sach,gia ok,nvien than thien khach san nho nhung phong sach se,nhan vien than thien.se tro lai vao 1 dip gan day.",hotel,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
nhờ khách sạn sun city nha trang mà tôi có chuyến du lịch vui vẻ,Nhờ Khách sạn Sun City Nha Trang mà tôi có chuyến du lịch vui vẻ.,hotel,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
khách sạn sun city nha trang nhân viên lễ tân phục vụ chưa được chuyên nghiệp mặc dù đóng cửa phòng nhưng hơi thuốc lá từ phòng khác vẫn bay vào,Khách sạn Sun City Nha Trang nhân viên lễ tân phục vụ chưa được chuyên nghiệp. Mặc dù đóng cửa phòng nhưng hơi thuốc lá từ phòng khác vẫn bay vào.,hotel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1
ăn sáng tại khách sạn sun city nha trang không được ngon ít thức ăn,"Ăn sáng tại Khách sạn Sun City Nha Trang không được ngon, ít thức ăn.",hotel,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
khách sạn sun city nha trang sạch đẹp gần biển nhân viên phục vụ nhiệt tình,"Khách sạn Sun City Nha Trang sạch đẹp, gần biển. Nhân viên phục vụ nhiệt tình.",hotel,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
